Cor;Categoria;Especie;Numero;Data;Situacao;CorSituacao;Ementa;Acesso;
#CC2288;Marcas;Portaria PR;17;26/04/2024;Vigente;#007e5d;Prorroga a suspensão dos prazos para apresentação de Pedidos de Registros Divididos, de Desenhos Industriais (BR 32);https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-17.pdf;
#3366CC;Institucional;Portaria CGTI;4;25/04/2024;Vigente;#007e5d;Publica os procedimentos e formulários sobre a implantação e requisição de mudanças na infraestrutura de produção;https://www.gov.br/inpi/pt-br/servicos/patentes/legislacao/legislacao/portaria-cgti-no-04-de-25-de-abril-de-2024.pdf;
#3366CC;Institucional;Portaria PR;18;18/04/2024;Vigente;#007e5d;Aprova o Estatuto da Atividade de Auditoria Interna do Instituto Nacional da Propriedade Industrial – INPI – versão 5.0– abril de 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-18-aprova-o-estatuto-da-atividade-de-auditoria-interna-do-instituto-nacional-da-propriedade-industrial-versao-5-0-abril-de-2024.pdf;
#3366CC;Institucional;Portaria PR;16;18/04/2024;Revogado;#780116;Aprovar procedimento provisório, com vigência até o encerramento das atividades do Grupo de Trabalho instituído pela Portaria de Pessoal/INPI nº 031, de 29 deFevereiro de 2024, para o tratamento das solicitações de consulta sobre a existênciade conflito de interesses e pedido de autorização para o exercício de atividade privada protocolados no Sistema Eletrônico de Prevenção de Conflitos de Interesses - SeCI, da Controladoria-Geral da União(CGU), conforme Lei nº 12.813, de 16 de maio de 2013 e Portaria Interministerial MP/CGU Nº 333, de 19 de setembro de2013;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-16-fluxo-processual-provisorio-para-analise-de-consultas-sobre-conflito-de-interesse.pdf;
#3366CC;Institucional;Instrução Normativa PR;2;10/04/2024;Vigente;#007e5d;Estabelece normas para fornecimento, uso e recolhimento de notebooks no âmbito do Instituto Nacional da Propriedade Industrial– INPI, em complemento à Política de Segurança da Informação, regulamentada pela Portaria INPI/PR nº 65, de 1º desetembro de 2022.;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-pr-no-02.pdf;
#CC2288;Marcas;Portaria PR;15;05/04/2024;Vigente;#007e5d;Suspende os prazos para apresentação de Pedidos de Registros Divididos, de Desenhos Industriais (BR 32);https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-15-suspende-os-prazos-para-apresentacao-de-pedidos-de-registros-divididos-de-desenhos-industriais-br-32.pdf;
#3366CC;Institucional;Portaria PR;14;02/04/2024;Vigente;#007e5d;Autorizar o uso de bermudões, calças e bermudas na altura do joelho para os servidores na sede do INPI e na Coordenação de Relações Institucionais de São Paulo durante todo o ano, conforme parâmetros elencados na Instrução Normativa nº 04, de 26 de setembro 2023;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-14-portaria-sobre-flexibilizacao-de-vestimentas-no-ambito-do-inpi.pdf;
#3366CC;Institucional;Portaria CGTI;3;01/04/2024;Vigente;#007e5d;Publica o procedimento destinado a guiar a implementação do processo de testes periódicos de restauração (restore) de dados digitais do INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/portaria-cgti-03-e-anexos.pdf;
#A03A73;Disseminação para Inovação;Portaria CGDI;2;26/03/2024;Vigente;#007e5d;Aprova a Rota Anual de Ações de Disseminação e Articulação - IRRADIAR 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024cgdi-02-aprova-a-rota-anual-de-acoes-de-disseminacao-e-articulacao-irradiar-2024.pdf;
#3366CC;Institucional;Portaria PR;12;22/03/2024;Vigente;#007e5d;Regulamenta a Comissão de Carreiras e Cargos do INPI (CCINPI) e estabelece os critérios para seu funcionamento;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-012-regulamenta-a-comissao-de-carreiras-e-cargos-do-inpi-ccinpi-e-estabelece-os-criterios-para-seu-funcionamento.pdf;
#3366CC;Institucional;Portaria PR;13;21/03/2024;Vigente;#007e5d;Aprova a agenda regulatória do Instituto Nacional da Propriedade Industrial, parra o biênio 2024-2025, na forma do Anexo a esta portaria;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-013-portaria-confeccao-de-arte-grafica.pdf;
#3366CC;Institucional;Portaria PR;11;18/03/2024;Vigente;#007e5d;Divulga os dias de feriados e estabelece os dias de ponto facultativo regionais no ano de 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-11-divulga-os-dias-de-feriados-e-estabelece-os-dias-de-ponto-facultativo-regionais-no-ano-de-2024.pdf;
#3366CC;Institucional;Portaria PR;10;08/03/2024;Vigente;#007e5d;Aprova as Diretrizes de Instrução de Recursos e Processos Administrativos de Nulidade;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024_portaria-inpi-ndeg-10-diretrizes-diretrizes-de-instrucao-de-recursos-e-processos-administrativos-de-nulidade.pdf;
#3366CC;Institucional;Portaria PR;9;06/03/2024;Vigente;#007e5d;Aprova o Regimento Interno do Instituto Nacional da Propriedade Industrial - INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-09-aprova-o-regimento-interno-atualizado.pdf;
#3366CC;Institucional;Portaria PR;8;05/03/2024;Vigente;#007e5d;Define os terremotos e tsunamis ocorridos no Japão como justa causa para a devolução de prazos no âmbito do Instituto Nacional da Propriedade Industrial – INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-08-define-os-terremotos-e-tsunamis-ocorridos-no.pdf;
#3366CC;Institucional;Portaria PR;7;04/03/2024;Revogado;#780116;Aprova as Diretrizes de instrução de Recursos e Processos Administrativos de Nulidade;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-07-aprova-as-diretrizes-de-instrucao-de.pdf;
#CC2288;Marcas;Portaria PR;6;04/03/2024;Vigente;#007e5d;Suspende os prazos para apresentação de pedidos e petições referentes a pedidos de registro de desenhos industriais oriundos do Acordo de Haia (BR 31) e pedidos divididos (BR 32);https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-06-suspende-os-prazos-para-apresentacao-de-pedidos-e-peticoes-referentes-a-pedidos-de-registro-de-desenhos-industriais-oriundos-do-acordo-de-haia.pdf;
#CC2288;Marcas;Portaria PR;5;04/03/2024;Vigente;#007e5d;Prorroga a suspensão dos prazos para apresentação de documentos de Prioridade Unionista em designações do Acordo de Haia;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-05-prorroga-a-suspensao-dos-prazos-para-apresentacao-de-documentos-de-prioridade-unionista-em-designacoes-do-acordo-de-haia.pdf;
#3366CC;Institucional;Portaria PR;4;04/03/2024;Vigente;#007e5d;Define os indicadores e as metas de desempenho institucional do INPI e suas respectivas fórmulas de apuração, para o período de 1º de janeiro a 31 de dezembro de 2024, com vistas à concessão da Gratificação de Desempenho de Atividade da Área de Propriedade Industrial - GDAPI e da Gratifcação de Desempenho de Atividade da Área de Ciência e Tecnologia - GDACT;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-04-indicadores-e-metas-de-desempenho-institucional-para-fins-da-gdapi-e-gdact-ano-2024.pdf;
#3366CC;Institucional;Instrução Normativa PR;1;29/02/2024;Vigente;#007e5d;Aprova, no âmbito do INPI, a Política de Gestão e Análise de Vulnerabilidade do parque computacional e sistemas de informação, em complemento às diretrizes estabelecidas pelo Capítulo I, Seção XIII, da Política de Segurança da Informação do INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024in-01-instrucao-normativa-relacionada-a-gestao-e-analise-de-vulnerabilidades-do-parque-computacional.pdf;
#3366CC;Institucional;Portaria PR;3;08/02/2024;Revogado;#780116;Aprova o Regimento Interno do Instituto Nacional da Propriedade Industrial;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-03-aprova-regimento-interno.pdf;
#3366CC;Institucional;Parecer PFE;3;07/02/2024;Vigente;#007e5d;"Nova consulta sobre o efeito devolutivo em sede recursal. Esclarecimentos a respeito do PARECER n. 00019/2023/CGPI/PFE-INPI/PGF/AGU. A competência para avaliar se há ou não inovação ou ""novo pedido"" em sede recursal é do órgão recursal. Exame técnico. Exigências que não foram cumpridas satisfatoriamente em primeira instância (total ou parcialmente) não poderão ser realizadas em grau recursal, por força da preclusão administrativa. Excepcionalmente, comprovada a justa causa, nos termos do art. 221 da LPI, é possível aceitar a juntada de tais documentos em grau de recurso, decidindo a segunda instância ou (i) pelo encaminhamento à primeira instância, ou (ii) pela apreciação direta com suporte na teoria da causa madura.";https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/parecer_n_00003_2024_cgpi_proce_10705_2023_19.pdf;
#CC2288;Marcas;Portaria DIRMA;1;24/01/2024;Vigente;#007e5d;Institui o Grupo de Trabalho Permanente de Exame de Petições de Caducidade no âmbito da Diretoria de Marcas Desenhos Industriais e Indicações Geográficas do INPI, GECAD;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024dirma-01-portaria-institui-o-gecad-republicacao.pdf;
#3366CC;Institucional;Portaria PR;2;22/01/2024;Vigente;#007e5d;Suspende os prazos para apresentação de documentos de Prioridade Unionista em designações do Acordo de Haia;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-02-suspende-os-prazos-para-apresentacao-de-documentos-de-prioridade-unionista-em-designacoes-do-acordo-de-haia.pdf;
#3366CC;Institucional;Portaria PR;1;22/01/2024;Vigente;#007e5d;Publica os resultados finais referentes às notas de desempenho dos indicadores de desempenho institucional do INPI em 2023, com vistas à concessão da GDAPI e da GDACT;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024pr-01-portaria-de-resultados-finais-da-avaliacao-de-desempenho-institucional-para-fins-de-gdapi-gdact-do-ano-de-2023.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;1;09/01/2024;Vigente;#007e5d;Declara a revogação dos atos normativos editados pela Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI, referentes às atividades sob a sua responsabilidade;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-pr-no-1.pdf;
#3366CC;Institucional;Portaria DIREX;2;05/01/2024;Vigente;#007e5d;Publicação do Plano Diretor de Tecnologiada Informação e Comunicação (PDTIC)versão 1.0, para o exercício de 2024-2026;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024direx-no-002.pdf;
#3366CC;Institucional;Portaria DIREX;1;05/01/2024;Vigente;#007e5d;Publicação do Plano Diretor de Tecnologiada Informação e Comunicação (PDTIC)versão 2.2, para o exercício de 2022-2023;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2024direx-no-001.pdf;
#3366CC;Institucional;Portaria PR;62;29/12/2023;Vigente;#007e5d;Aprova os Relatórios Trimestrais de Avaliação de Resultados do Programa de Gestão e Desempenho (PGD-INPI);https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-62-aprova-relatorios-de-avaliacao-de-resultados-do-programa-de-gestao-do-inpi-3o-trimestre-2023-boletim-dirad-direx-gab-e-anexos.pdf;
#3366CC;Institucional;Portaria PR;61;29/12/2023;Vigente;#007e5d;Fica instituído o Comitê Gestor de Inteligência Artificial do Instituto Nacional da Propriedade Industrial;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-61-institui-o-comite-gestor-de-inteligencia-artificial-do-inpi.pdf;
#3366CC;Institucional;Instrução Normativa PR;7;29/12/2023;Vigente;#007e5d;Aprova a sistemática de quantificação e registro dos benefícios da Auditoria Interna e dos prejuízos identificados;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023in-07.pdf;
#3366CC;Institucional;Portaria PR;60;28/12/2023;Vigente;#007e5d;Aprova os Relatórios Trimestrais de Avaliação de Resultados do Programa de Gestão e Desempenho (PGD-INPI);https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-60-aprova-resumo-executivo-do-2o-e-3o-relatorio-de-resultados-teletrabalho-trabalho-remoto-teletrabalho-boletim-dirpa-dirma-cgrec-e-anexos.pdf;
#3366CC;Institucional;Portaria PR;59;28/12/2023;Vigente;#007e5d;Torna pública o Plano de Ação do Instituto Nacional da Propriedade Industrial -INPI para o ano de 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-59-publicacao-do-plano-de-acao-2024-do-inpi-e-anexo.pdf;
#3366CC;Institucional;Portaria PR;58;28/12/2023;Vigente;#007e5d;Declara a revogação e torna pública a listagem de atos normativos inferiores a decreto vigentes no Instituto Nacional da Propriedade Industrial;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-58-declara-a-revogacao-e-torna-publica-a-listagem-de-atos-normativos.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;13;28/12/2023;Vigente;#007e5d;Torna públicos os elogios tratados no ano de 2023 pela Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-pr-no-13.pdf;
#3366CC;Institucional;Portaria PR;57;26/12/2023;Vigente;#007e5d;Revoga a Portaria INPI/PR nº 09, de 10 de janeiro de 2020, publicada no Boletim de Pessoal VI, de 13 de janeiro de 2020;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-57-revoga-a-portaria-inpi-pr-no-09-de-10-de-janeiro-de-2020.pdf;
#3366CC;Institucional;Portaria PR;56;21/12/2023;Vigente;#007e5d;Estabelece critérios para a distribuição dos pedidos de patente e de certificado de adição para os examinadores e a ordem de realização do primeiro exame técnico dos pedidos de patente e de certificado de adição;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-56-portaria-de-alteracao-da-fila-de-exame-tecnico.pdf;
#3366CC;Institucional;Portaria PR;55;21/12/2023;Vigente;#007e5d;Altera a Portaria INPI nº 67, de 06 de setembro de 2022, que dispõe sobre a instuição e regulamentação do Programa de Gestão e Desempenho no âmbito do INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr_55_altera_a_portaria_inpi_n__67.pdf;
#CC2288;Marcas;Portaria DIRMA;24;21/12/2023;Vigente;#007e5d;Determina a sistemática de execução da meta quantitativa para fins de avaliação de desempenho individual dos servidores lotados nas Divisões de Exame Técnico (DITECs) e na Coordenação de Gestão do Conhecimento, Instrução Processual e Relacionamento com o Usuário (COGIR),para o período de 01 janeiro a 31 dedezembro de 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023dirma-24.pdf;
#CC2288;Marcas;Portaria DIRMA;23;21/12/2023;Vigente;#007e5d;Determina a sistemática de execução da meta quantitativa para fins de avaliação de desempenho individual dos servidores lotados na Coordenação de Gestão de Fluxos, Dados e Qualidade (COGEF), para operíodo de 1º de janeiro a 31 de dezembrode 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023dirma-23.pdf;
#CC2288;Marcas;Portaria DIRMA;22;21/12/2023;Vigente;#007e5d;Determina a sistemática de execução da meta quantitativa para fins de avaliação de desempenho individual dos servidores lotados no Serviço de Gestão de Fluxos eTrâmites (SEGEF), para o período de 1º dejaneiro a 31 de dezembro de 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023dirma-22.pdf;
#CC2288;Marcas;Portaria DIRMA;21;21/12/2023;Vigente;#007e5d;Determina a sistemática da execução da meta quantitativa para fins de avaliação de desempenho individual dos servidores lotados na Coordenação de Gestão de Dados Bibliográficos (COGED), para operíodo de 1º de janeiro a 31 de dezembrode 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023dirma-21.pdf;
#CC2288;Marcas;Portaria DIRMA;20;21/12/2023;Vigente;#007e5d;Determina a sistemática da execução da meta quantitativa para fins de avaliação de desempenho individual dos servidore slotados na Divisão de Exame Formal e Notificações (DIFOR), para o período de 1ºde janeiro a 31 de dezembro de 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023dirma-20.pdf;
#CC2288;Marcas;Portaria DIRMA;19;21/12/2023;Vigente;#007e5d;Determina a sistemática de execução da meta quantitativa para fins de avaliação de desempenho individual dos servidores do Serviço de Relacionamento com o Usuário(SEREM), para o período de 1º de janeiro a 31 de dezembro de 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023dirma-19.pdf;
#CC2288;Marcas;Portaria DIRMA;18;21/12/2023;Vigente;#007e5d;Determina a sistemática da execução da meta quantitativa para fins de avaliação de desempenho individual dos servidores lotados na Seção de Apoio de Indicações Geográficas e Desenhos Industriais (SIGED), para o período de 1º de janeiro a 31 de dezembro de 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023dirma-18.pdf;
#CC2288;Marcas;Portaria DIRMA;17;21/12/2023;Vigente;#007e5d;Determina a sistemática da execução da meta quantitativa para fins de avaliação de desempenho individual dos servidores lotados na Divisão de Apoio de Indicações Geográficas e Desenhos Industriais (DIADI), para o período de 1º de janeiro a 31 de dezembro de 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023dirma-17.pdf;
#CC2288;Marcas;Portaria DIRMA;16;21/12/2023;Vigente;#007e5d;Determina a sistemática da execução da meta quantitativa para fins de avaliação de desempenho individual dos servidores do Serviço de Gestão do Conhecimento e da Documentação Técnica (SEGEC), para o período de 1º de janeiro a 31 de dezembro de 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023dirma-16.pdf;
#3366CC;Institucional;Portaria OUVID;10;21/12/2023;Vigente;#007e5d;Declara a revogação dos Enunciados de Ouvidoria - EnOuv expedidos pela Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/portaria-ouvid-no-10-de-21-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Portaria CGTI;2;20/12/2023;Vigente;#007e5d;Publica o procedimento destinado a guiar a implementação do processo de testes periódicos de restauração (restore) de dados digitais do INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/portaria-cgti-02-2023.pdf;
#3366CC;Institucional;Portaria PR;54;19/12/2023;Vigente;#007e5d;Aprovar o Plano Anual de Auditoria Interna relativo ao exercício de 2024 – PAINT 2024;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-54-plano-anual-de-auditoria-interna-para-o-exercicio-de-2024-paint-2024.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;12;15/12/2023;Vigente;#007e5d;Estabelece a sistemática de elaboração, revisão e execução do Plano de Ação, e de disponibilização do Relatório de Gestão da Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI, com a definição dos mecanismos de previsão orçamentária, contratação administrativa, gestão dos riscos e implementação de medidas de contingência;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-12-de-15-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;11;15/12/2023;Vigente;#007e5d;Estabelece a sistemática de elaboração, revisão e execução do Plano de Capacitação da Ouvidoria, com a definição das competências e habilidades desejáveis dos Agentes Institucionais de Relacionamento do Instituto Nacional da Propriedade Industrial - INPI e dos Agentes da Ouvidoria, e de disponibilização do Relatório de Avaliação da Ouvidoria;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-11-de-15-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;10;15/12/2023;Vigente;#007e5d;Estabelece a sistemática de elaboração, revisão e execução do Plano de Comunicação da Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-10-de-15-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;9;15/12/2023;Vigente;#007e5d;Dispõe sobre as diretrizes do processo de inovação no âmbito da Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-9-de-15-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Portaria OUVID;9;15/12/2023;Vigente;#007e5d;Declara a revogação dos atos normativos editados pela Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI, referentes às atividades sob a sua responsabilidade;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/portaria-ouvid-no-9-de-15-de-dezembro-de-2023-republicada.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;8;15/12/2023;Vigente;#007e5d;Institui o registro e mensuração dos benefícios decorrentes da atuação da Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI, e o Centro Avançado de Acesso à Informação e de Abertura de Abertos - Painel Ouvidata;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-8-de-15-de-dezembro-de-2023-republicada.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;7;15/12/2023;Vigente;#007e5d;Dispõe sobre o mapeamento, atualização e revisão crítica da Carta de Serviços ao Usuário, a partir da integração dos níveis e canais de atendimento do Instituto Nacional da Propriedade Industrial - INPI aos processos de governança dos serviços;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-7-de-15-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;6;15/12/2023;Vigente;#007e5d;Disciplina a supervisão técnica dos canais de atendimento prevista no parágrafo único do art. 10 do Decreto nº 9.492, de 5 de setembro de 2018, com a definição, articulação e integração dos níveis e canais de atendimento do Instituto Nacional da Propriedade Industrial - INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-6-de-15-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;5;15/12/2023;Vigente;#007e5d;Institui a Resolução Pacífica de Conflitos no âmbito da Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-5-de-15-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;4;15/12/2023;Vigente;#007e5d;Disciplina os procedimentos de tratamento de denúncias, caracterização do ato denunciado como discriminação ou assédio, proteção da identidade de denunciantes e das vítimas de discriminação ou assédio, verificação de represálias decorrentes de denúncias e acompanhamento da conclusão dos processos de apuração de denúncias recebidas pela Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-4-de-15-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;3;15/12/2023;Vigente;#007e5d;Classifica, categoriza e segmenta os perfis de usuários para fins de atuação da Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-3-de-15-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;2;15/12/2023;Vigente;#007e5d;Institui o Código de Conduta dos Agentes da Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-2-de-15-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Instrução Normativa OUVID;1;15/12/2023;Vigente;#007e5d;Regulamenta as competências das unidades organizacionais da Ouvidoria do Instituto Nacional da Propriedade Industrial - INPI, em conformidade com o seu Regimento Interno, e sua articulação interinstitucional junto a outras unidades setoriais de Ouvidoria dos órgãos e entidades da administração pública federal integrantes do Sistema Nacional de Propriedade Intelectual;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/instrucao-normativa-ouvid-no-1-de-15-de-dezembro-de-2023.pdf;
#3366CC;Institucional;Portaria PR;53;14/12/2023;Vigente;#007e5d;Estabelece o Regimento Interno do Comitê de Gênero, Diversidade e Inclusão, nos termos do Anexo a esta Portaria;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-53-publicacao-do-regimento-interno-do-comite-de-genero-diversidade-e-inclusao.pdf;
#3366CC;Institucional;Instrução Normativa PR;6;14/12/2023;Vigente;#007e5d;Aprova a prática de reunião de busca conjunta de soluções nas atividades de auditoria interna e a rotina de monitoramento das recomendações emitidas pela Auditoria Interna e pelos órgãos de controle interno e externo;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023in-06.pdf;
#3366CC;Institucional;Portaria PR;52;01/12/2023;Vigente;#007e5d;Disciplina os procedimentos relativos ao controle de pagamento das retribuições anuais, arquivamento dos pedidos e extinção das patentes, bem como a restauração de pedido de patentes e de patentes, com base no disposto nos artigos 84 a 87 da lei nº 9.279/96;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/portaria-52-2023.pdf;
#3366CC;Institucional;Portaria PR;51;01/12/2023;Vigente;#007e5d;Ficam revistos os indicadores e as metas de desempenho institucional do INPI e seus respectivos pesos, com vistas à concessão da GDAPI e da GDACT;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-51-alteracao-das-metas-dos-indicadores-decisao-de-exame-tecnico-de-pedidos-de-desenho-industrial-e-decisao-de-exame-tecnico-de-pedidos-de-registros-de-marcas200b-para-fins-de-gdapi-gdact.pdf;
#5D3B8F;Patentes;Portaria DIRPA;5;30/11/2023;Vigente;#007e5d;Disciplina o levantamento do Estado da Técnica para pedidos de patente;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/20231201i.pdf;
#3366CC;Institucional;Portaria PR;50;17/11/2023;Revogado;#780116;Autoriza o uso de bermudões, calças e bermudas na altura do joelho para os servidores na Coordenação de Relações Institucionais de São Paulo;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-50-autoriza-o-uso-de-bermudoes-calcas-e-bermudas-na-altura-do-joelho-para-os-servidores-na-coordenacao-de-relacoes-institucionais-de-sao-paulo.pdf;
#3366CC;Institucional;Portaria PR;49;17/11/2023;Revogado;#780116;Autoriza o uso de bermudões, calças e bermudas na altura do joelho para os servidores na sede do INPI;https://www.gov.br/inpi/pt-br/central-de-conteudo/legislacao/arquivos/documentos/2023pr-49-autoriza-o-uso-de-bermudoes-calcas-e-bermudas-na-altura-do-joelho-para-os-servidores-na-sede-do-inpi.pdf;
